station_name,hour,day_of_week_num,actual_rides,predicted_rides
Paulina St & 18th St,4,3,1,1.0066666666666666
Kingsbury St & Kinzie St,18,2,1,5.512275918497904
Shields Ave & 31st St,14,2,1,1.1151238744036696
Ashland Ave & Division St,9,1,1,2.0237728447499874
Millennium Park,12,6,1,1.6039924718593586
Orleans St & Chestnut St (NEXT Apts),10,1,1,1.0877572678312992
Wood St & Taylor St (Temp),19,0,2,1.1805392635627725
Wood St & Milwaukee Ave,14,3,1,1.1355037476728846
Franklin St & Lake St,20,0,1,1.1650370756097734
Sheridan Rd & Buena Ave,13,5,1,1.3059929417529808
Clark St & 9th St (AMLI),8,3,2,1.531243619072903
Christiana Ave & Lawrence Ave,17,0,1,1.2164119640503555
W Armitage Ave & N Sheffield Ave,19,0,1,1.1805392635627725
Shedd Aquarium,14,4,1,1.9602361759106461
Franklin St & Lake St,8,2,1,1.2030595917788687
Racine Ave & 18th St,17,3,1,1.2556159547333448
Clark St & Ida B Wells Dr,0,5,1,1.4626104592660862
Sedgwick St & Schiller St,2,6,1,1.1080465687983514
Racine Ave & Fullerton Ave,15,2,2,1.1982361030883923
Larrabee St & North Ave,19,0,1,1.1805392635627725
Rush St & Hubbard St,19,0,1,1.1805392635627725
Carpenter St & Huron St,13,5,2,1.386568205336522
Cornell Ave & Hyde Park Blvd,8,4,1,1.1470119436753057
Clark St & Ida B Wells Dr,6,5,1,1.0586878484077191
Ogden Ave & Chicago Ave,10,2,1,1.1804927454983776
State St & Pearson St,21,2,1,1.2170904770667306
Milwaukee Ave & Grand Ave,7,4,2,1.5647479265601008
Dusable Harbor,18,6,1,1.1878475163016617
Theater on the Lake,15,1,1,1.2431867123812987
Racine Ave & Randolph St,13,0,1,1.1652980757458258
Wabash Ave & 16th St,19,0,1,1.194693109716619
Leavitt St & Armitage Ave,20,5,1,1.12723311544022
Damen Ave & Chicago Ave,14,5,1,1.1848126835796275
Bissell St & Armitage Ave,8,0,1,1.2292625021338563
Clark St & North Ave,7,3,1,1.208574918411496
Rush St & Cedar St,19,1,1,1.235982539381474
Ellis Ave & 53rd St,10,0,3,1.2792630762573602
Indiana Ave & 26th St,13,0,1,1.1327124984044545
Green St & Madison St,8,6,1,1.75155669828967
Ravenswood Ave & Lawrence Ave,9,3,1,1.1580890182346166
Clark St & Lunt Ave,15,1,1,1.2431867123812987
Larrabee St & Oak St,6,2,1,1.3183825725977771
Racine Ave & Fullerton Ave,19,4,4,1.7601520688660772
Lincoln Ave & Addison St,21,0,1,1.1591326942007443
Walsh Park,13,0,1,1.4018216598644593
Southport Ave & Wellington Ave,9,4,1,1.1928816716295534
Sheffield Ave & Webster Ave,12,3,2,1.4155485632941158
Sheridan Rd & Buena Ave,18,1,1,1.3136413188864344
Clark St & Leland Ave,12,0,2,1.153699100036487
LaSalle St & Illinois St,13,4,2,1.1654009443263924
Wells St & Elm St,6,1,1,1.4560767982242766
Lake Park Ave & 47th St,9,1,1,1.1252361934820942
DuSable Lake Shore Dr & North Blvd,9,0,2,1.1125557348975155
Western Ave & Congress Pkwy,14,3,1,1.1226416027420072
Loomis St & Lexington St,7,3,2,1.8301344178697123
Sedgwick St & North Ave,12,0,1,1.4488046585602599
Canal St & Monroe St,20,4,1,1.133053571767223
Logan Blvd & Elston Ave,11,0,1,1.1394270719875115
LaSalle St & Washington St,15,3,1,2.113208856863279
Clark St & Schiller St,14,5,1,1.3185523344417494
Clark St & Elm St,17,1,5,2.734611245823321
Sheffield Ave & Fullerton Ave,12,1,2,1.4211555479794464
Adler Planetarium,14,5,5,1.293468470211879
Cityfront Plaza Dr & Pioneer Ct,19,4,1,1.2805998259357025
State St & Van Buren St,15,3,1,1.4332165080751917
Wood St & Augusta Blvd,16,5,2,1.3665205387852737
Clybourn Ave & Division St,17,4,1,1.319697669234115
Pine Grove Ave & Irving Park Rd,15,6,1,1.2552226688149817
May St & Cullerton St,10,2,1,1.1177057213584738
LaSalle St & Washington St,18,0,4,2.1325048676331955
Sedgwick St & North Ave,10,0,1,1.5222152842561132
Ada St & Washington Blvd,15,1,1,1.2431867123812987
Clarendon Ave & Junior Ter,17,2,1,1.2371706684611843
Ogden Ave & Race Ave,7,4,1,1.238610099415236
Clark St & Lake St,22,5,3,1.1607589279658665
Lakefront Trail & Bryn Mawr Ave,15,2,1,1.2415411180475604
DuSable Lake Shore Dr & Diversey Pkwy,7,4,1,1.3760082788768995
Leavitt St & Chicago Ave,15,6,1,1.2632488713590364
Canal St & Adams St,16,4,3,2.447470320658014
Franklin St & Chicago Ave,5,1,1,1.1345239831353346
Prairie Ave & Garfield Blvd,10,0,1,1.0933744709063402
Lincoln Ave & Belle Plaine Ave,7,4,2,1.201355067937579
Southport Ave & Waveland Ave,8,4,1,1.3021195709063056
Troy St & North Ave,11,6,1,1.1935507912367576
Shore Dr & 55th St,17,4,1,1.1420497171360091
Morgan St & Polk St,14,2,2,1.7190058638726362
Broadway & Cornelia Ave,7,2,1,1.4990804541237255
Pulaski Rd & 60th St,21,3,1,1.1720015348716124
Greenview Ave & Fullerton Ave,12,0,1,1.2532469725274984
Dearborn Pkwy & Delaware Pl,15,6,2,1.2689933115569858
Clinton St & Madison St,17,5,1,2.0279236961155034
Wabash Ave & 16th St,9,6,1,1.2760890448021098
Clark St & Winnemac Ave,18,4,2,1.7466787396049235
Dusable Harbor,7,6,1,1.0670183711229924
Damen Ave & Cortland St,15,0,1,1.2063751568792451
Leavitt St & Division St,15,3,1,1.3353064717135374
Wood St & Augusta Blvd,11,0,1,1.1359837030771862
Dearborn Pkwy & Delaware Pl,9,0,1,1.7537307454649642
Wells St & Polk St,11,3,1,1.2958520781905079
Wabash Ave & 9th St,17,1,1,1.378461134515061
Clark St & Lake St,18,0,2,1.7194686903502698
Sheffield Ave & Wrightwood Ave,10,4,1,1.106424808986717
Eckhart Park,18,6,1,1.1546906381751025
Halsted St & Roscoe St,21,5,1,1.1621364435524473
Clarendon Ave & Gordon Ter,8,5,1,1.131014735827592
Columbus Dr & Randolph St,9,2,1,1.8593504011038844
Calumet Ave & 18th St,9,2,1,1.1272106631940841
Sheffield Ave & Waveland Ave,21,3,1,1.1909745799971734
Paulina St & Montrose Ave,18,4,1,1.1702132337280435
Shore Dr & 55th St,13,1,2,1.3535837457658138
Milwaukee Ave & Wabansia Ave,12,4,3,1.3937690131736842
Sheffield Ave & Waveland Ave,10,3,2,1.254124320821782
Benson Ave & Church St,21,5,1,1.1397547827093293
Rush St & Cedar St,22,4,1,1.2190220616924536
Southport Ave & Wellington Ave,13,5,1,1.2327239788999744
Wells St & Walton St,13,3,1,1.1555848421044876
Orleans St & Hubbard St,16,2,1,1.2696144065138446
Desplaines St & Randolph St,11,2,1,1.2103498130536356
Lincoln Ave & Diversey Pkwy,23,2,1,1.2919380212886735
Lincoln Ave & Belmont Ave,16,4,1,1.6083387981038424
LaSalle St & Jackson Blvd,16,1,2,2.695818204671146
Clinton St & Washington Blvd,8,4,4,3.3874520101071943
Leavitt St & Addison St,8,4,1,1.1071787168120308
Clinton St & Washington Blvd,14,6,1,1.379672563547564
Wells St & Polk St,7,3,2,1.5381390553988148
Clinton St & Madison St,10,0,2,1.4934352154982964
Western Ave & 21st St,18,5,1,1.2905777742048243
Clark St & Montrose Ave,15,4,1,1.3560112948581733
McClurg Ct & Ohio St,9,4,1,1.2095593760318564
Orleans St & Chestnut St (NEXT Apts),10,2,1,1.1183972219774108
Clark St & Montrose Ave,4,4,1,1.0264279800436922
Logan Blvd & Elston Ave,20,2,2,1.1888749790219486
Canal St & Madison St,18,2,2,2.7822959051959617
Ellis Ave & 55th St,18,3,3,2.1821933582952635
Aberdeen St & Randolph St,14,6,1,1.170616443389396
Clark St & Montrose Ave,16,5,1,1.3665205387852737
Mies van der Rohe Way & Chestnut St,8,1,1,1.402056616153176
Aberdeen St & Monroe St,7,0,1,1.6174772590145539
State St & Kinzie St,16,4,1,1.7474372386707357
Aberdeen St & Jackson Blvd,11,0,2,1.3121154462786424
Wells St & Evergreen Ave,18,0,3,1.7405281612545107
Milwaukee Ave & Rockwell St,15,0,1,1.2063751568792451
Milwaukee Ave & Rockwell St,15,5,2,1.4144126813156441
Desplaines St & Kinzie St,6,0,1,1.1310875640228997
Logan Blvd & Elston Ave,17,5,1,1.2296758174101559
Ada St & Washington Blvd,20,2,3,1.228568436219006
Ashland Ave & Division St,11,5,1,1.2773964508615518
Ashland Ave & Grand Ave,3,6,1,1.1175752611607266
Franklin St & Monroe St,15,4,2,1.9055355632973385
Clark St & Winnemac Ave,7,3,1,1.6021253865437453
California Ave & Altgeld St,14,6,1,1.175824893867346
Sheridan Rd & Montrose Ave,8,0,1,1.1584728474963768
Damen Ave & Pierce Ave,16,5,1,1.8617222707982568
Chicago Ave & Washington St,10,1,1,1.075637451652757
Artesian Ave & Hubbard St,16,5,1,1.3665205387852737
Southport Ave & Wrightwood Ave,7,3,1,1.1566893299191028
Harper Ave & 59th St,8,5,1,1.1073165398250713
Clinton St & Lake St,8,1,3,2.221850906751488
Wolcott Ave & Polk St,18,0,2,2.1127532653005847
Fairbanks St & Superior St,18,1,1,1.9227438966769086
Delano Ct & Roosevelt Rd,20,3,1,1.1662101100161524
Halsted St & 35th St,13,0,1,1.1327124984044545
State St & Van Buren St,16,4,2,1.668740829213626
New St & Illinois St,0,0,1,1.0646377637322049
Wells St & Concord Ln,13,2,1,1.4998688235139475
Milwaukee Ave & Grand Ave,18,3,6,1.6872894932863165
Canal St & Madison St,11,5,1,1.2458159366918957
Sheffield Ave & Wrightwood Ave,19,1,2,1.218237164202513
Greenwood Ave & 97th St,7,2,1,1.1527484990759853
Wentworth Ave & Cermak Rd,14,2,2,1.13836807464787
Franklin St & Lake St,20,2,1,1.2553433869248822
State St & 35th St,9,5,1,1.1109990450500506
State St & 33rd St,5,1,1,1.041498830114872
Honore St & Division St,8,2,1,1.1310195457910126
Larrabee St & Division St,18,0,2,1.1971704889561723
Dearborn Pkwy & Delaware Pl,16,1,1,1.8273154280350434
Shore Dr & 55th St,10,6,1,1.145048941770298
Columbus Dr & Randolph St,5,2,3,1.589770599162769
Broadway & Belmont Ave,20,6,1,1.1438056997885016
Rush St & Superior St,20,2,1,1.2255563483889378
Ashland Ave & Grace St,4,6,1,1.0415773403652657
Kenton Ave & Madison St,20,3,1,1.1662101100161524
Pine Grove Ave & Irving Park Rd,12,0,1,1.1757730749069655
Southport Ave & Clybourn Ave,16,6,1,1.7159929616531198
Clinton St & Madison St,14,1,1,1.591266051286175
Valli Produce - Evanston Plaza,19,1,1,1.222736495082406
Honore St & Division St,16,4,2,1.220978192369614
Federal St & Polk St,10,3,2,1.7645600183886796
Sheridan Rd & Irving Park Rd,17,4,1,1.243082779337263
Stetson Ave & South Water St,13,5,3,1.3899460518263052
Michigan Ave & Madison St,17,1,1,1.809036681303308
LaSalle St & Illinois St,14,4,2,1.1582554613315081
Wabash Ave & Grand Ave,12,5,2,2.2027181914662557
Clybourn Ave & Division St,15,0,2,1.2063751568792451
Clark St & Wellington Ave,13,0,2,1.1712118365601056
Larrabee St & Webster Ave,19,4,2,1.2306825514013746
Larrabee St & Kingsbury St,13,3,1,1.5284260431974894
Monticello Ave & Irving Park Rd,14,4,1,1.1130107504392892
Canal St & Monroe St,12,0,1,1.5978314587130282
Clark St & Elm St,15,2,2,1.6663779203236961
Kenton Ave & Madison St,17,2,1,1.1340535548460782
Columbus Dr & Randolph St,15,5,1,1.7701967153252978
Racine Ave & Fullerton Ave,17,0,2,1.389007585825749
Orleans St & Chestnut St (NEXT Apts),19,0,2,1.3675975574501285
Central St & Girard Ave,10,0,1,1.0933744709063402
Blue Island Ave & 18th St,16,1,1,1.3051064713086546
Southport Ave & Waveland Ave,12,4,1,1.5677427399534503
Throop St & 52nd St,13,5,1,1.1893541484836443
Wolcott Ave & Polk St,17,0,1,2.1356862586182808
Clybourn Ave & Division St,11,0,1,1.2033857384340376
Halsted St & Clybourn Ave,17,0,2,2.035416561881487
Paulina St & Flournoy St,16,1,7,3.4788987787668133
Clark St & 9th St (AMLI),11,1,1,1.2873230276252943
Clark St & Columbia Ave,11,6,1,1.1760737448797745
Wells St & Huron St,17,0,5,2.411438834122906
Rhodes Ave & 32nd St,19,5,1,1.2314323412467694
Damen Ave & Grand Ave,16,1,2,1.2305613145134355
Shields Ave & 28th Pl,10,6,1,1.161309581423132
Elston Ave & Cortland St,13,0,2,1.1920235251598104
Halsted St & Willow St,17,1,1,1.5956031109636326
Hermitage Ave & Polk St,18,6,1,1.1546906381751025
Orleans St & Hubbard St,14,6,1,1.2403397865483146
California Ave & Cortez St,17,5,1,1.2332360077474673
Damen Ave & Leland Ave,20,2,2,1.217733256199602
Wolcott Ave & Polk St,13,2,2,1.3485650933661504
Elizabeth (May) St & Fulton St,8,1,2,1.1657300373004589
Wentworth Ave & Cermak Rd,13,5,1,1.2522491134854463
MLK Jr Dr & Pershing Rd,15,0,1,1.2063751568792451
Clark St & Randolph St,21,6,1,1.08447792672849
Halsted St & 18th St,9,0,1,1.1056251763354359
Morgan St & Polk St,18,0,1,1.5434887938658937
Wolcott Ave & Polk St,19,3,2,1.8687865140582318
Clarendon Ave & Leland Ave,16,3,1,1.6294531813530546
Wolcott Ave & Polk St,14,2,3,1.324300867426124
Peoria St & Jackson Blvd,14,6,2,1.3991550552948535
Michigan Ave & Washington St,19,0,2,1.1959141707486483
Western Ave & Leland Ave,17,3,1,1.3828141972883028
Smith Park,12,2,1,1.137574523924115
Dearborn Pkwy & Delaware Pl,15,1,3,1.255168131317826
Wood St & Chicago Ave,18,4,1,1.5441912658983463
Ogden Ave & Chicago Ave,20,4,1,1.1451865416846165
Emerald Ave & 31st St,7,0,1,1.1390226354958914
State St & Van Buren St,17,0,3,1.6604519701341423
Ashland Ave & Wrightwood Ave,16,2,1,1.10103332229235
Broadway & Cornelia Ave,19,2,1,1.2802317121103
Halsted St & Roosevelt Rd,22,4,2,1.1249426818299735
Paulina St & Montrose Ave,1,5,1,1.455554197441611
Logan Blvd & Elston Ave,19,4,1,1.2539855016620747
Peoria St & Jackson Blvd,15,4,1,1.577855433710658
Franklin St & Lake St,19,2,1,1.6495012477220152
Marshfield Ave & 44th St,14,5,1,1.1693398922172376
Clinton St & Washington Blvd,15,0,1,2.0181940812891144
Sheffield Ave & Willow St,17,4,1,1.3848630560727506
Halsted St & Roscoe St,8,3,2,1.2387002027781038
Lake Park Ave & 53rd St,14,5,1,1.2235264734054823
Clark St & Drummond Pl,11,0,1,1.2268912362638746
State St & Chicago Ave,20,3,1,1.4389655237867616
Southport Ave & Clybourn Ave,10,3,1,1.1889430671635761
Wells St & Hubbard St,12,5,2,1.2244371375008232
Streeter Dr & Grand Ave,8,1,1,1.3919414023410255
Broadway & Barry Ave,7,0,1,1.5821567700072197
Clark St & Drummond Pl,19,1,1,2.0806978531923868
Financial Pl & Ida B Wells Dr,6,2,3,1.3758425324422199
Stave St & Armitage Ave,15,2,1,1.2415411180475604
California Ave & Milwaukee Ave,8,1,1,1.1692400340406681
Ravenswood Ave & Lawrence Ave,10,4,1,1.1224636653875348
LaSalle Dr & Huron St,7,2,1,1.3232631208729941
Aberdeen St & Jackson Blvd,16,2,1,1.5846321573166247
Broadway & Ridge Ave,15,6,1,1.2620215986317636
Sheffield Ave & Willow St,12,4,3,1.2498491771643616
Ashland Ave & Grace St,8,2,2,1.1812361002738097
Western Ave & Walton St,2,2,1,1.0976051957503465
Sheffield Ave & Kingsbury St,10,0,3,1.2938054666321532
Campbell Ave & Fullerton Ave,9,2,1,1.129262697895052
Clark St & Montrose Ave,12,6,1,1.1490005368642304
Clarendon Ave & Gordon Ter,13,3,1,1.5334162255429373
Orleans St & Hubbard St,19,3,1,1.3343441087733172
Kedzie Ave & Milwaukee Ave,1,5,3,1.455554197441611
State St & Harrison St,10,0,1,1.1366044975622285
St. Clair St & Erie St,7,3,1,1.6729660807948863
Chicago Ave & Washington St,14,0,1,1.1018050115683815
Wacker Dr & Washington St,16,1,3,1.96716272754149
Winthrop Ave & Lawrence Ave,18,5,1,1.2905777742048243
DuSable Lake Shore Dr & Belmont Ave,22,2,1,1.1061881223085352
Ellis Ave & 58th St,6,2,1,1.157487643565425
Wells St & Polk St,17,2,1,1.421254100592881
Wood St & Milwaukee Ave,14,0,1,1.1222422533324938
Wilton Ave & Belmont Ave,16,1,3,2.2685334474606917
Desplaines St & Jackson Blvd,9,2,1,1.4367178418262194
Calumet Ave & 18th St,9,6,1,1.1307489751070956
Sedgwick St & Huron St,21,6,1,1.08447792672849
Lincoln Park Conservatory,15,3,1,1.33870760165704
Desplaines St & Jackson Blvd,13,1,1,1.6258919789360973
Wilton Ave & Belmont Ave,13,1,2,1.8754032373645346
Michigan Ave & Washington St,12,6,2,2.117066207727314
Desplaines St & Jackson Blvd,14,1,2,1.6053943387583913
State St & Pearson St,18,3,1,1.2277559070883644
Morgan Ave & 14th Pl,14,5,1,1.2280531188869601
Benson Ave & Church St,13,1,2,1.1000295675235763
Canal St & Harrison St,15,3,2,1.3353064717135374
Federal St & Polk St,15,5,3,1.477756343590333
N Green St & W Lake St,17,1,2,1.2603214296752072
Sheffield Ave & Wellington Ave,8,0,1,1.2684948168872476
Southport Ave & Irving Park Rd,14,2,1,1.1509140402969786
Racine Ave & 15th St,17,3,1,1.1745919025275502
Canal St & Monroe St,9,2,1,1.679001572243743
Ashland Ave & Division St,8,5,1,1.3445126632686695
Carpenter St & Huron St,12,5,1,1.3508501380440086
Dearborn St & Adams St,15,3,1,1.353715553944318
Racine Ave & Congress Pkwy,14,1,1,1.101406947962127
Clark St & Wellington Ave,12,5,1,1.57237998483635
Damen Ave & Clybourn Ave,17,3,1,1.1705917030986732
Ellis Ave & 58th St,9,5,1,1.2828812090865906
Indiana Ave & 26th St,15,3,1,1.3353064717135374
Orleans St & Merchandise Mart Plaza,12,3,1,1.4268555301386423
Lincoln Ave & Sunnyside Ave,15,6,1,1.2632488713590364
Canal St & Adams St,17,0,6,3.1095378032815426
Dearborn St & Van Buren St,16,6,1,1.2507296146375206
Sheridan Rd & Loyola Ave,11,5,1,1.1807857716043615
Michigan Ave & Washington St,9,2,1,1.1575976844927376
Ashland Ave & Augusta Blvd,14,2,1,1.1382595359463301
Wells St & Evergreen Ave,10,0,1,1.125549512059482
Troy St & North Ave,8,4,1,1.114771723199927
Wood St & Taylor St (Temp),9,0,1,1.2337537397691327
Lincoln Ave & Diversey Pkwy,20,2,1,1.2388673123001892
Sheffield Ave & Fullerton Ave,8,2,1,1.4798826342684621
Kimbark Ave & 53rd St,11,1,1,1.2460020132603524
Ellis Ave & 60th St,20,1,1,1.4710937866480114
Michigan Ave & Oak St,17,3,1,1.3887979735012461
Wabash Ave & Cermak Rd,22,4,1,1.1174851654901041
Franklin St & Illinois St,18,6,2,1.1946528854395266
Clybourn Ave & Division St,19,3,1,1.2493753380785848
Kedzie Ave & Palmer Ct,0,2,1,1.024777623404773
Western Ave & Leland Ave,8,5,1,1.0864513505215476
Calumet Ave & 35th St,11,4,1,1.1470524267929276
Greenview Ave & Jarvis Ave,14,0,1,1.1054494560128258
Wabash Ave & 9th St,22,0,1,1.235803392079057
Sheffield Ave & Webster Ave,15,3,1,1.3391624039169272
California Ave & Division St,10,5,1,1.126000548701505
Lincoln Ave & Fullerton Ave,16,0,1,1.268497339562081
State St & 33rd St,16,3,2,1.5015669677030599
Desplaines St & Kinzie St,18,3,6,2.110995185760531
Clark St & Elm St,19,6,2,2.161692684159172
Damen Ave & Clybourn Ave,13,0,2,1.1301806670339138
Dearborn St & Erie St,14,3,1,1.4557185110211424
Paulina St & 18th St,16,4,1,1.2333260098820078
Green St & Madison St,9,3,1,1.3995226387819266
Wilton Ave & Belmont Ave,23,6,1,1.1878833832093296
Paulina St & 18th St,17,3,1,1.2547753634696306
Racine Ave & Washington Blvd,12,0,1,1.220935406736311
Leavitt St & Addison St,6,4,1,1.0912610297387264
New St & Illinois St,11,6,1,1.8540777502866777
Broadway & Wilson - Truman College Vaccination Site,8,1,1,1.2091688105282157
Clinton St & Madison St,22,0,3,1.1467816923059113
Clark St & Winnemac Ave,16,1,1,1.5203462613445158
Ashland Ave & Lake St,7,4,2,1.1756770745056129
Ritchie Ct & Banks St,10,3,1,1.36384185905478
Clark St & Elmdale Ave,13,4,1,1.1761565754179664
Franklin St & Jackson Blvd,17,0,1,2.508053887535093
Sheffield Ave & Kingsbury St,16,0,2,1.4907269747185268
New St & Illinois St,9,1,1,1.241686076550483
Sedgwick St & North Ave,18,3,2,1.6263403839938704
Halsted St & Clybourn Ave,15,0,2,1.429482172649084
Canal St & Harrison St,17,3,1,1.192305157558115
Franklin St & Chicago Ave,17,3,3,2.8677811288298902
Franklin St & Monroe St,22,6,1,1.0648244018029092
Halsted St & Willow St,14,1,2,1.2447617367572825
Michigan Ave & Pearson St,18,4,1,1.9451649448454122
State St & 54th St,16,3,1,1.1368045962166742
Wells St & Concord Ln,7,0,1,2.0447283959180766
Michigan Ave & Lake St,6,2,1,1.1639678309588997
Racine Ave & Randolph St,8,3,1,1.197704018987363
Sedgwick St & Huron St,17,5,2,1.324268374615354
Racine Ave & Fullerton Ave,12,4,1,1.3418548411378293
Peoria St & Jackson Blvd,17,3,4,2.778335314195607
Leavitt St & North Ave,7,2,1,1.1527484990759853
DuSable Lake Shore Dr & North Blvd,12,0,1,1.1596571434874927
LaSalle St & Jackson Blvd,8,2,4,1.4270886838757832
Sheffield Ave & Wellington Ave,11,2,1,1.2295104051929144
Lincoln Ave & Roscoe St,20,4,1,1.3065638358340899
Franklin St & Lake St,17,0,3,4.033685450491986
State St & Kinzie St,14,3,2,1.953060396748301
Clinton St & Washington Blvd,17,4,3,3.617240496928103
Dusable Harbor,16,4,1,1.1836143954374705
Dearborn St & Monroe St,6,6,1,1.082897270083579
Ellis Ave & 60th St,13,0,3,2.1903743895423458
Dearborn Pkwy & Delaware Pl,20,6,1,1.1081295754102312
Larrabee St & North Ave,6,4,2,1.6571782563423207
Cityfront Plaza Dr & Pioneer Ct,13,5,1,1.5896785695222828
Kingsbury St & Kinzie St,13,6,2,3.267351075378384
DuSable Lake Shore Dr & Wellington Ave,7,4,2,1.1945790605488351
LaSalle St & Washington St,7,0,1,1.1968735297027733
Wacker Dr & Washington St,16,4,3,2.0279788855365837
Calumet Ave & 18th St,8,5,1,1.0868413488147717
Dusable Harbor,14,4,1,1.5158761207162856
Western Ave & Walton St,12,2,1,1.1487694350868973
Woodlawn Ave & Lake Park Ave,11,3,1,1.1723281824123617
Western Ave & Monroe St,21,2,1,1.1281006383633727
Franklin St & Chicago Ave,7,6,1,1.3334433063996476
California Ave & Division St,11,5,1,1.1807857716043615
Mies van der Rohe Way & Chicago Ave,17,0,1,1.9344301434391713
Larrabee St & Webster Ave,22,5,1,1.1194339916483529
Clarendon Ave & Junior Ter,13,5,1,1.4251840189261156
Southport Ave & Irving Park Rd,19,5,1,1.3408899850062028
Pine Grove Ave & Waveland Ave,13,5,1,1.372590759537378
Wentworth Ave & 33rd St,19,4,1,1.2245085856834352
Rush St & Hubbard St,17,6,2,1.2281812242548829
Southport Ave & Wellington Ave,15,3,1,1.33421228351789
May St & Taylor St,7,2,1,1.1618931527469902
Marine Dr & Ainslie St,11,0,1,1.1342401133335964
Broadway & Granville Ave,8,2,2,1.1433360504788515
Artesian Ave & Hubbard St,7,0,1,1.399730631021506
Dearborn Pkwy & Delaware Pl,8,3,3,2.5811190172075715
Clinton St & Roosevelt Rd,16,6,1,1.2571458222081622
Southport Ave & Wrightwood Ave,0,5,1,1.4626104592660862
State St & 29th St,18,0,1,1.2422898411358478
Sheffield Ave & Fullerton Ave,13,6,4,2.0689630770845953
Wells St & Huron St,23,1,1,1.0331973586971093
Ritchie Ct & Banks St,9,1,1,1.2637564487532622
Burling St & Diversey Pkwy,13,6,2,1.307509669696492
MLK Jr Dr & 29th St,15,1,1,1.2759038249179389
Peoria St & Jackson Blvd,15,0,1,1.4520029367076248
Wolcott Ave & Polk St,17,1,1,2.6331066773353933
Clark St & Wrightwood Ave,11,1,1,1.4174882742136434
Michigan Ave & Oak St,17,4,1,1.3614565220306845
Halsted St & Wrightwood Ave,14,5,1,1.459311488106716
Michigan Ave & 8th St,15,2,1,1.250487794580104
Streeter Dr & Grand Ave,16,5,2,1.9701628713991295
Kimbark Ave & 53rd St,8,0,1,1.290126407739688
Ellis Ave & 53rd St,16,5,2,1.3665205387852737
Kimbark Ave & 53rd St,8,1,1,1.170249199116908
St. Louis Ave & Fullerton Ave,11,1,1,1.1159638414156867
Sedgwick St & Schiller St,17,6,1,1.2281812242548829
Green St & Madison St,17,5,1,1.4807160952039045
Clark St & Chicago Ave,10,3,1,1.1745037058699501
Clarendon Ave & Junior Ter,15,0,1,1.2280823707128845
Sedgwick St & Webster Ave,11,6,1,1.2911012987655175
Wells St & Elm St,22,4,1,1.4990206213034067
Western Ave & Walton St,23,6,1,1.0580590093342723
Lakefront Trail & Bryn Mawr Ave,17,1,1,1.2062748469903246
Kedzie Ave & Milwaukee Ave,10,5,1,1.1221096927543832
Ogden Ave & Chicago Ave,9,0,1,1.15448520283582
LaSalle Dr & Huron St,17,4,1,2.3541322373535856
Dearborn St & Van Buren St,17,4,2,1.4232080793491488
Broadway & Belmont Ave,19,4,2,1.2374390881708712
Franklin St & Lake St,7,5,1,1.1509154854641332
Field Blvd & South Water St,13,3,1,1.1754867912417013
Sheffield Ave & Fullerton Ave,8,0,1,1.3071465838678558
Peoria St & Jackson Blvd,17,1,2,2.2462999368454133
Sangamon St & Washington Blvd,18,1,2,1.2435577387475703
Clark St & Armitage Ave,16,6,1,1.3966081367930423
Avers Ave & Belmont Ave,13,3,1,1.0934088198440615
Mies van der Rohe Way & Chicago Ave,13,4,4,1.3873404063932737
Sedgwick St & North Ave,16,3,2,1.3784158218844231
Halsted St & Wrightwood Ave,6,3,1,1.2500991180653869
California Ave & Altgeld St,18,1,1,1.191456355978731
Throop St & Taylor St,4,2,1,1.0384833730320373
St. Clair St & Erie St,13,3,2,1.9830016927516925
Franklin St & Monroe St,16,3,8,2.5745669527840587
Stave St & Armitage Ave,15,3,1,1.3353064717135374
May St & 69th St,16,2,1,1.1143013967915931
Budlong Woods Library,15,6,1,1.2632488713590364
Sedgwick St & North Ave,17,1,2,1.3954691065207436
Desplaines St & Randolph St,8,2,2,1.7385158163866405
Marine Dr & Ainslie St,11,1,1,1.1145564340082792
Racine Ave & 18th St,16,2,2,1.1765911990464049
Damen Ave & Thomas St (Augusta Blvd),1,2,1,1.229822826148136
Adler Planetarium,14,6,2,1.287733404493711
Wentworth Ave & 24th St (Temp),13,1,1,1.1007252196974893
Clarendon Ave & Leland Ave,11,2,1,1.1501059022149178
Southport Ave & Belmont Ave,15,5,1,1.4144126813156441
Ashland Ave & Chicago Ave,14,4,1,1.219299679573689
Dearborn St & Adams St,17,4,2,2.652252354542602
Clark St & Elm St,20,0,1,2.358586165983998
Ashland Ave & Augusta Blvd,9,4,1,1.2637532852779392
Clark St & Schreiber Ave,13,3,1,1.0876207801565636
Green St & Madison St,11,0,2,1.419190791664476
Leavitt St & Belmont Ave,19,3,1,1.2633122853450727
Ellis Ave & 60th St,17,5,1,2.5328242723949677
Ada St & Washington Blvd,12,3,2,1.183404260734088
Sedgwick St & Schiller St,15,1,1,1.2431867123812987
Loomis St & Jackson Blvd,7,2,2,1.146625406533637
Canal St & Taylor St,19,6,1,1.159146368311137
Ashland Ave & Lake St,21,3,1,1.2349955241378192
Chicago Ave & Sheridan Rd,21,4,1,1.1232805206287957
Damen Ave & Grand Ave,14,1,1,1.1496442828411808
Dearborn St & Van Buren St,17,6,2,1.2117534724876045
Ashland Ave & Division St,16,0,1,2.308995780096424
